i_key,tax_phylum,tax_class,tax_order,tax_family,tax_genus,tax_sp_subsp,h_strain,h_accession,h_taxID,h_assembly,i_accession,i_name,i_type,i_start,i_end,i_len,i_strand,i_insertion,reference,DOI_PMID,status,source_file,comments,h_gram,h_len
NC_011745:2190874..2232673,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,ED1a,NC_011745,585397,-,-,ESCO012c01a_typeAllDefC_1_2,ICE,2190874,2232673,41800,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,5209548
NC_011751:2304148..2352771,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,UMN026,NC_011751,585056,Complete,-,ESCO010c01a_typeAllDefC_1_1,ICE,2304148,2352771,48623,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,5202090
NC_011770:2796005..2912068,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,LESB58,NC_011770,557722,Complete,-,PSAE004c01a_typeAllDefC_1_5,ICE,2796005,2912068,116063,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,6601757
NC_011900:1207108..1266389,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,ATCC 700669,NC_011900,561276,Complete,-,STPN007c01a_typeAllDefC_1_5,ICE,1207108,1266389,59281,+,RNA,DOI: 10.1093/nar/gkx607,DOI: 10.1093/nar/gkx607,predicted,ref_dataset_proto;CTR-200ices,-,-,2221315
NC_011900:1264963..1285374,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,ATCC 700669,NC_011900,561276,Complete,-,STPN007c01a_typeAllDefC_2_13,ICE,1264963,1285374,20411,+,-,DOI: 10.1093/nar/gkx607,DOI: 10.1093/nar/gkx607,predicted,ref_dataset_proto;CTR-200ices,-,-,2221315
NC_011993:4452566..4515719,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,LF82,NC_011993,591946,Complete,-,ESCO040c01a_typeAllDefC_1_5,ICE,4452566,4515719,63153,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,4773108
NC_012467:1064209..1117331,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,P1031,NC_012467,488223,Complete,-,ICE_SpnP1031_rbgA,ICE,1064209,1117331,53122,+,5' rbgA,-,DOI: 10.1093/nar/gkx607,-,firmidata;CTR-200ices,-,-,2111882
NC_012467:1068581..1086615,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,P1031,NC_012467,488223,Complete,-,ICE_SpnP1031_Tn916,ICE,1068581,1086615,18034,+,NS,-,-,-,firmidata;CTR-200ices,-,-,2111882
NC_012469:1783870..1812067,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,Taiwan19F-14,NC_012469,487213,Complete,-,STPN009c01a_typeAllDefC_1_7,ICE,1783870,1812067,28197,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2112148
NC_012660:2050331..2196955,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fluorescens,SBW25,NC_012660,216595,Complete,-,PSFL003c01a_typeAllDefC_1_2,ICE,2050331,2196955,146624,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,6722539
NC_012668:2956144..3068310,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,MJ-1236 chr1,NC_012668,593588,Complete,-,VICH003c01a_typeAllDefC_1_1,ICE,2956144,3068310,112166,+,-,DOI: 10.1093/nar/gkx607,DOI: 10.1093/nar/gkx607,experimental,ref_dataset_proto;CTR-200ices,-,-,3149584
NC_012731:564688..645633,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,NTUH-K2044,NC_012731,484021,Complete,-,KLPN003c01a_typeAllDefC_1_2,ICE,564688,645633,80945,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,5248520
NC_012924:834658..845950,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,SC84,NC_012924,568813,Complete,-,IME_SsuSC84_guaA,IME,834658,845950,11292,+,3' guaA,-,-,-,firmidata,-,-,2095898
NC_012924:872702..961575,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,SC84,NC_012924,568813,Complete,-,ICE_SsuSC84_rplL,ICE,872702,961575,88873,+,3' rpIL,-,-,-,firmidata,-,-,2095898
NC_012924:887995..906025,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,SC84,NC_012924,568813,Complete,-,ICE_SsuSC84_Tn916,ICE,887995,906025,18030,+,NS,-,DOI: 10.1093/nar/gkx607,-,firmidata;CTR-200ices,-,-,2095898
NC_012924:93851..99937,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,SC84,NC_012924,568813,Complete,-,IME_SsuSC84_tRNAleu,IME,93851,99937,6086,+,3' tRNAleu,-,-,-,firmidata,-,-,2095898
NC_012926:1005780..1086173,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,BM407,NC_012926,568814,Complete,-,ICE_SsuBM407_rplL,ICE,1005780,1086173,80393,+,3' rpIL,-,-,-,firmidata,-,-,2146229
NC_012926:1050000..1073371,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,BM407,NC_012926,568814,Complete,-,ICE_SsuBM407_Tn916_2,ICE,1050000,1073371,23371,+,NS,-,DOI: 10.1093/nar/gkx607,-,firmidata;ref_dataset_proto;CTR-200ices,-,-,2146229
NC_012926:1059454..1061519,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,BM407,NC_012926,568814,Complete,-,-,IME remnant,1059454,1061519,2065,+,NS,-,-,-,firmidata,-,-,2146229
NC_012926:1066201..1069782,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,BM407,NC_012926,568814,Complete,-,-,IME remnant,1066201,1069782,3581,+,?,-,-,-,firmidata,-,-,2146229
NC_012926:504475..580446,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,BM407,NC_012926,568814,Complete,-,ICE_SsuBM407_mutT*,ICE,504475,580446,75971,+,integrase specific of mutT -  but the element is integrated in a gene encoding a luciferase-like protein,-,DOI: 10.1093/nar/gkx607,-,firmidata;CTR-200ices,-,-,2146229
NC_012926:535397..553428,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,BM407,NC_012926,568814,Complete,-,ICE_SsuBM407_Tn916_1,ICE,535397,553428,18031,+,NS,-,-,-,firmidata;CTR-200ices,-,-,2146229
NC_012926:93818..99944,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus suis,BM407,NC_012926,568814,Complete,-,IME_SsuBM407_tRNAleu,IME,93818,99944,6126,+,3' tRNAleu,-,-,-,firmidata,-,-,2146229
NC_013316:2040400..2125358,Bacillota,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridium difficile,R20291,NC_013316,645463,Complete,-,ICE_CdiR20291_rumA*,ICE derivate,2040400,2125358,84958,+,in a secondary site (see comments) -  specific of rumA,-,-,-,firmidata,-,positive,4191339
NC_013316:2043584..2059201,Bacillota,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridium difficile,R20291,NC_013316,645463,Complete,-,IME_CdiR20291_TraG_1,IME,2043584,2059201,15617,+,in traG (Gly 329),-,-,-,firmidata,-,positive,4191339
NC_013316:2059766..2075630,Bacillota,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridium difficile,R20291,NC_013316,645463,Complete,-,IME_CdiR20291_TraG_2,IME,2059766,2075630,15864,+,in traG (GK  518-519),-,-,-,firmidata,-,positive,4191339
NC_013316:2076466..2087750,Bacillota,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridium difficile,R20291,NC_013316,645463,Complete,-,IME_CdiR20291_maff2,IME,2076466,2087750,11284,+,in maff2 (44-51 GIKQLMA/ GIKQFMA),-,-,-,firmidata,-,positive,4191339
NC_013316:3516280..3521830,Bacillota,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridium difficile,R20291,NC_013316,645463,Complete,-,IME_CdiR20291_ND,IME,3516280,3521830,5550,+,-,-,-,-,firmidata,-,positive,4191339
NC_013316:4099194..4125550,Bacillota,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridium difficile,R20291,NC_013316,645463,Complete,-,ICE_CdiR20291_NS,ICE,4099194,4125550,26356,+,-,-,-,-,firmidata,-,positive,4191339
NC_013355:1526527..1607981,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Zymomonadaceae,Zymomonas,Zymomonas mobilis,NCIMB 11163,NC_013355,622759,Complete,-,ZYMO002c01a_typeAllDefC_1_1,ICE,1526527,1607981,81454,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2124771
NC_013450:1743303..1763196,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,ED98,NC_013450,681288,Complete,-,STAU016c01a_typeAllDefC_2_8,ICE,1743303,1763196,19893,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2824404
NC_013450:1963058..1980078,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,ED98,NC_013450,681288,Complete,-,STAU016c01a_typeAllDefC_3_9,ICE,1963058,1980078,17020,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2824404
NC_013450:48991..72651,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,ED98,NC_013450,681288,Complete,-,STAU016c01a_typeAllDefC_1_7,ICE,48991,72651,23660,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2824404
NC_013656:2291721..2350647,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,KF147,NC_013656,684738,Complete,-,LALA004c01a_typeAllDefC_2_2,ICE,2291721,2350647,58926,+,snf,DOI: 10.1093/nar/gkx607,DOI: 10.1093/nar/gkx607,experimental,ref_dataset_proto;CTR-200ices,-,-,2598144
NC_013656:272795..319216,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,KF147,NC_013656,684738,Complete,-,LALA004c01a_typeAllDefC_1_1,ICE,272795,319216,46421,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2598144
NC_014029:341301..403761,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia pestis,Z176003,NC_014029,637386,Complete,-,YEPE008c01a_typeAllDefC_1_1,ICE,341301,403761,62460,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,4553586
NC_014125:177517..235159,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,2300/99 Alcoy,NC_014125,423212,Complete,-,LEPN005c01a_typeAllDefC_1_7,ICE,177517,235159,57642,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,3516334
NC_014125:608458..649873,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,2300/99 Alcoy,NC_014125,423212,Complete,-,LEPN005c01a_typeAllDefC_2_8,ICE,608458,649873,41415,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,3516334
NC_014251:2003708..2034120,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,TCH8431/19A,NC_014251,525381,Complete,-,STPN012c01a_typeAllDefC_1_8,ICE,2003708,2034120,30412,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2088772
NC_014256:444380..529919,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,B8,NC_014256,693745,Complete,-,HEPY008c01a_typeAllDefC_1_3,ICE,444380,529919,85539,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1673997
NC_014494:816052..872654,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,AP200,NC_014494,574093,Complete,-,STPN013c01a_typeAllDefC_1_9,ICE,816052,872654,56602,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2130580
NC_014498:1068804..1102812,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,670-6B,NC_014498,189423,Complete,-,STPN014c01a_typeAllDefC_1_10,ICE,1068804,1102812,34008,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2240045
NC_014555:1529484..1579841,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,PeCan4,NC_014555,765963,Complete,-,HEPY010c01a_typeAllDefC_1_4,ICE,1529484,1579841,50357,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1629557
NC_014834:3468781..3551331,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Rhodopseudomonas,Rhodopseudomonas palustris,DX-1,NC_014834,652103,Complete,-,RHPA007c01a_typeAllDefC_3_7,ICE,3468781,3551331,82550,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,5404117
NC_014834:873787..925414,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Rhodopseudomonas,Rhodopseudomonas palustris,DX-1,NC_014834,652103,Complete,-,RHPA007c01a_typeAllDefC_1_5,ICE,873787,925414,51627,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,5404117
NC_014834:918270..993602,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Rhodopseudomonas,Rhodopseudomonas palustris,DX-1,NC_014834,652103,Complete,-,RHPA007c01a_typeAllDefC_2_6,ICE,918270,993602,75332,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,5404117
NC_014925:2195642..2213672,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus pseudintermedius,HKU10-03,NC_014925,937773,Complete,-,ICE_StpsHKU10-03_Tn916,ICE,2195642,2213672,18030,+,NS,-,-,-,firmidata,-,positive,2617381
NC_015052:1322562..1381895,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium longum,157F,NC_015052,565040,Complete,-,BILO006c01a_typeAllDefC_1_1,ICE,1322562,1381895,59333,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2400312
NC_015215:1075982..1086165,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus subsp. gallolyticus,ATCC BAA-2069,NC_015215,990317,Complete,-,IME_Sga2069_guaA,IME,1075982,1086165,10183,+,3' guaA,-,-,-,firmidata,-,-,2356444
NC_015215:1419707..1450285,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus subsp. gallolyticus,ATCC BAA-2069,NC_015215,990317,Complete,-,ICE_Sga2069_TnGBS2_1,ICE,1419707,1450285,30578,+,intergenic,-,-,-,firmidata,-,-,2356444
NC_015215:2082200..2118311,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus subsp. gallolyticus,ATCC BAA-2069,NC_015215,990317,Complete,-,ICE_Sga2069_TnGBS2_2,ICE,2082200,2118311,36111,+,intergenic,-,-,-,firmidata,-,-,2356444
NC_015215:2265212..2293239,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus subsp. gallolyticus,ATCC BAA-2069,NC_015215,990317,Complete,-,ICE_Sga2069_rpmG,ICE,2265212,2293239,28027,+,3' rpmG,-,-,-,firmidata,-,-,2356444
NC_015215:2293223..2303732,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus subsp. gallolyticus,ATCC BAA-2069,NC_015215,990317,Complete,-,IME_Sga2069_rpmG_1,IME,2293223,2303732,10509,+,3' rpmG,-,-,-,firmidata,-,-,2356444
NC_015215:2303716..2314147,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus subsp. gallolyticus,ATCC BAA-2069,NC_015215,990317,Complete,-,IME_Sga2069_rpmG_2,IME,2303716,2314147,10431,+,3' rpmG,-,-,-,firmidata,-,-,2356444
NC_015215:268457..281310,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus subsp. gallolyticus,ATCC BAA-2069,NC_015215,990317,Complete,-,IME_Sga2069_rpsI,IME derivate,268457,281310,12853,+,3' rpsI,-,-,-,firmidata,-,-,2356444
NC_015215:737512..746070,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus subsp. gallolyticus,ATCC BAA-2069,NC_015215,990317,Complete,-,IME_Sga2069_rpmE,IME,737512,746070,8558,+,3' rpmE,-,-,-,firmidata,-,-,2356444
NC_015215:89206..106292,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus subsp. gallolyticus,ATCC BAA-2069,NC_015215,990317,Complete,-,IME_Sga2069_tRNAleu,IME,89206,106292,17086,+,3' tRNAleu,-,-,-,firmidata,-,-,2356444
NC_015678:1936807..1989631,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,ATCC 15912,NC_015678,760570,Complete,-,IME_Sparas15912_rpsI,IME derivate,1936807,1989631,52824,+,3' rpsI,-,-,-,firmidata,-,positive,2153652
NC_015678:1946938..1960147,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,ATCC 15912,NC_015678,760570,Complete,-,IME_Sparas15912_rpmG*,IME,1946938,1960147,13209,+,integrase specific of 3' rpmG -  but integrated in a intergenic region in accretion with ICE_Sparas15912_rpmG*,-,-,-,firmidata,-,positive,2153652
NC_015678:1960128..1989387,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus parasanguinis,ATCC 15912,NC_015678,760570,Complete,-,ICE_Sparas15912_rpmG*,ICE,1960128,1989387,29259,+,integrase specific of rpmG -  but integrated in a intergenic region in accretion with IME_Sparas15912_rpmG*,-,-,-,firmidata,-,positive,2153652
NC_015733:2578389..2737351,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas putida,S16,NC_015733,1042876,Complete,-,PSPU006c01a_typeAllDefC_1_3,ICE,2578389,2737351,158962,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,5984790
NC_015740:1228736..1316530,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas stutzeri,CGMCC 1.1803,NC_015740,316,Complete,-,PSST003c01a_typeAllDefC_1_2,ICE,1228736,1316530,87794,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,4547930
NC_015740:2651180..2714109,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonas stutzeri,CGMCC 1.1803,NC_015740,316,Complete,-,PSST003c01a_typeAllDefC_2_3,ICE,2651180,2714109,62929,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,4547930
NC_015977:1425927..1439774,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_hipB,IME,1425927,1439774,13847,+,in hipB (codons 35-37  ETG),-,-,-,firmidata,-,-,3592125
NC_015977:2232303..2282498,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,ICE_RhoA2-183_NS_1,ICE,2232303,2282498,50195,+,NS,-,-,-,firmidata,-,-,3592125
NC_015977:2253758..2261242,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_maff2_3,IME,2253758,2261242,7484,+,in maff2 (co1),-,-,-,firmidata,-,-,3592125
NC_015977:2262338..2278039,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_traG_2,IME,2262338,2278039,15701,+,in traG (codons SG 323-324),-,-,-,firmidata,-,-,3592125
NC_015977:2337649..2357406,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_rumA_1,IME,2337649,2357406,19757,+,in rumA,-,-,-,firmidata,-,-,3592125
NC_015977:2395810..2403435,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_NS_2,IME,2395810,2403435,7625,+,NS,-,-,-,firmidata,-,-,3592125
NC_015977:2452114..2459034,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_ssrA,IME,2452114,2459034,6920,+,3' ssrA,-,-,-,firmidata,-,-,3592125
NC_015977:2734666..2740731,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_NS_3,IME,2734666,2740731,6065,+,NS,-,-,-,firmidata,-,-,3592125
NC_015977:2893327..2913857,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_rumA_2,IME,2893327,2913857,20530,+,in rumA,-,-,-,firmidata,-,-,3592125
NC_015977:2923367..2934973,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_NS_4,IME,2923367,2934973,11606,+,NS,-,-,-,firmidata,-,-,3592125
NC_015977:2942320..2969996,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,ICE_RhoA2-183_ND_1,ICE,2942320,2969996,27676,+,ND,-,-,-,firmidata,-,-,3592125
NC_015977:3257803..3339220,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,ICE_RhoA2-183_lysS,ICE,3257803,3339220,81417,+,3' lysS,-,-,-,firmidata,-,-,3592125
NC_015977:3303616..3314045,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_maff2_4,IME,3303616,3314045,10429,+,in maff2 (codons 44-51),-,-,-,firmidata,-,-,3592125
NC_015977:3315117..3330782,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_traG_3,IME derivate,3315117,3330782,15665,+,in traG (codon gly 341),-,-,-,firmidata,-,-,3592125
NC_015977:332134..448821,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,ICE_RhoA2-183_rpsI,ICE,332134,448821,116687,+,3' rpsI,-,-,-,firmidata,-,-,3592125
NC_015977:337761..368438,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_traG_1,IME,337761,368438,30677,+,in traG (codon gly 340),-,-,-,firmidata,-,-,3592125
NC_015977:337944..359106,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_intser,IME,337944,359106,21162,+,in int (codons 32-33 IS),-,-,-,firmidata,-,-,3592125
NC_015977:3429628..3520087,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,ICE_RhoA2-183_NS_2,ICE,3429628,3520087,90459,+,NS,-,-,-,firmidata,-,-,3592125
NC_015977:3464770..3473090,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_ND,IME,3464770,3473090,8320,+,ND,-,-,-,firmidata,-,-,3592125
NC_015977:369589..380284,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_maff2_1,IME,369589,380284,10695,+,in maff2 (codon 42),-,-,-,firmidata,-,-,3592125
NC_015977:380291..407305,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_maff2_2,IME,380291,407305,27014,+,in maff2 (codons 44-51),-,-,-,firmidata,-,-,3592125
NC_015977:386607..400707,Bacillota,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia hominis,A2-183,NC_015977,585394,Complete,-,IME_RhoA2-183_NS_1,IME,386607,400707,14100,+,NS,-,-,-,firmidata,-,-,3592125
NC_016445:81275..185164,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio cholerae,O1 str. 2010EL-1786,NC_016445,914149,Complete,-,VICH008c01a_typeAllDefC_1_2,ICE,81275,185164,103889,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,3031375
NC_016808:272014..356327,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,36950,NC_016808,1075089,Complete,-,PAMU003c01a_typeAllDefC_1_1,ICE,272014,356327,84313,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,2349518
NC_016809:87342..145220,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,10810,NC_016809,862964,Complete,-,HAIN007c01a_typeAllDefC_1_2,ICE,87342,145220,57878,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,1981535
NC_016811:2213050..2280013,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,ATCC 43290,NC_016811,933093,Complete,-,LEPN006c01a_typeAllDefC_1_9,ICE,2213050,2280013,66963,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,3359001
NC_016845:3432232..3497433,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,HS11286,NC_016845,1125630,Complete,-,KLPN004c01a_typeAllDefC_1_4,ICE,3432232,3497433,65201,+,-,-,DOI: 10.1093/nar/gkx607,-,CTR-200ices,-,-,5333942
